ph,hardness,tds,cl,thm,sulfate,conduct,carbon,turbid,consume
8.829806178,216.1221437,17732.91467,7.856311801,64.40935886,377.2538339,301.8959591,16.21071289,4.423886042,0
4.642953052,307.7060241,16115.92986,7.707342333,60.14584226,,439.9444081,18.44079003,3.982867293,1
5.251353815,167.924336,34768.93342,4.023081339,70.5933871,377.1434889,315.5361054,10.42915946,4.072252323,1
6.369111631,235.3409427,34456.80113,9.17093996,59.28026924,295.3505243,357.4172848,9.213267539,2.275903461,0
6.09801209,211.4540103,39352.77584,6.212191253,46.92804133,,488.1413127,11.79184027,4.590616741,0
8.304334653,155.5699415,18253.1811,11.44846933,35.05703049,329.100636,380.3234402,13.75592628,4.181254134,1
7.916669699,201.455808,39431.25263,7.525440975,70.23960067,276.2069197,432.5899955,17.82192185,4.275192719,1
8.003031485,186.4630821,15007.27268,7.697323746,67.0003505,355.7260064,561.6131872,10.15323287,3.137551206,0
7.369988621,236.4767207,18998.34682,7.404434524,58.27125706,359.9305657,357.0662032,18.02033109,3.463852437,1
,228.2519948,18593.22264,5.905206999,54.49246879,,475.2957333,13.6726468,4.122850191,0
,176.3866512,26003.16327,7.809251156,90.22484434,358.4297743,336.1420045,14.44796127,4.410673878,0
9.969273221,237.0228631,26944.68192,5.588774777,86.18505832,334.3261956,379.1379772,13.00817982,3.643379015,0
7.499844232,210.9850337,23707.4653,7.148518353,52.96746903,,484.8433398,18.0819566,4.454476673,0
8.247958056,195.5395359,28327.16734,5.378285961,70.79303618,281.2298526,588.6991934,18.07693775,4.723230706,1
5.368125754,190.9379793,32619.31297,8.098838845,107.9008419,351.3581338,435.6664692,11.98363521,2.004142586,0
5.953981878,186.4570837,32241.07961,8.439680712,68.90775427,347.7131572,416.0909979,14.63892652,4.071916487,0
10.30157127,199.6093636,11278.82968,7.464893143,63.19083547,433.4481681,461.9792858,17.09909636,3.857851975,0
9.901930594,206.7464692,13180.6778,5.878834626,75.40875413,,426.5348075,14.32187374,4.226949554,0
7.291888325,127.5442971,27784.04848,9.754475933,59.55632952,247.3354119,439.6493286,17.28504169,5.328712788,1
4.705356496,103.173587,19555.76505,6.76729799,93.90048587,,370.1781664,9.182833652,3.437450134,0
7.846463341,233.9765794,6670.659354,6.844526213,67.48409012,,545.310659,16.53621617,3.885623898,1
9.320305445,129.8238585,16002.13832,4.405034532,82.8375829,271.6705616,499.8441671,13.0768589,4.205809732,0
7.027185659,185.3207014,30988.97302,8.600477187,52.71658854,327.46267,326.2690802,9.982010229,5.35304334,0
5.913374864,148.6079443,14467.78593,6.15909513,56.46038632,,427.0409817,14.42340359,2.499831969,0
,223.890412,8722.153022,8.569451242,64.56414327,,375.1422771,15.43084723,3.440299615,0
7.350378987,193.6333668,26736.08557,10.41658888,61.07738287,309.4168828,557.4956847,16.51972223,3.663922184,0
,193.4002675,30630.75994,6.873568148,49.88365316,342.1932395,430.3956004,17.44681822,2.913048443,0
6.510972335,188.882919,20081.74536,6.559697826,101.248253,368.9857394,367.9345551,14.80757949,3.96252511,0
6.448191032,181.5898853,18460.67893,8.727866524,73.99053906,,353.6042916,13.93942471,3.932210321,0
7.169251038,162.4782263,39624.08718,5.408353952,,300.6951298,507.027006,16.55922859,4.533174155,1
1.757037115,147.5818314,41538.24273,7.728177044,65.00583981,376.012933,428.4448225,10.82869634,2.96755413,1
6.582499747,200.7331069,23720.48173,8.565831605,79.52933818,353.0081151,458.3627329,13.00188064,4.152014127,0
7.33810761,188.8541693,30042.92851,7.467623829,47.18365138,309.6145601,465.4998707,11.05409287,3.736379595,0
6.931470427,156.8411949,35793.75779,7.286335788,72.23652477,384.6548025,398.6479443,17.85824171,4.249333174,0
6.833111019,178.6580737,31461.19676,7.942857153,,302.5353706,415.0974385,19.37032847,3.021573595,1
,202.8111419,11900.0552,8.948087688,58.82255974,367.5334525,379.5645636,13.59185782,3.153800219,0
9.241419974,127.9188262,39566.75435,8.860818357,65.51666804,281.9956396,487.3391693,9.53449908,4.718850871,1
4.317187354,225.5145731,27163.45788,6.888135538,43.38591414,325.9336794,446.3413192,17.15294541,4.078277145,0
6.106759636,211.4544892,39430.30782,8.316897374,85.35804917,348.7767188,389.5914401,12.89695311,3.924967064,0
7.033945359,246.622871,15428.45092,7.570768596,91.60279375,305.6164225,516.2178472,17.52681934,3.931730863,1
,202.0798645,12519.09066,7.627523842,,,399.883388,12.74821674,4.43921524,0
8.575673022,197.5602828,15888.62521,4.865462912,40.22452083,311.557381,464.7255668,18.73692675,3.506229064,0
5.429334842,183.4393825,15265.40756,5.714731299,50.26695119,394.001195,446.8791487,17.58155748,3.08173592,1
6.836224939,166.7429616,24293.17266,6.861235192,87.10192478,332.8815819,390.8049553,16.00699084,3.666613686,0
3.878879389,177.7128409,21937.47157,7.369768571,63.16311346,299.2416239,447.3037558,12.45191188,4.927711075,0
8.082148076,185.9324194,28407.66103,7.605420788,86.97972392,381.7618836,402.6580222,12.83064631,3.373484514,1
7.682872498,180.7013755,12105.72193,5.396716118,61.8020951,296.2388769,469.8356255,15.83176344,3.778606788,0
8.214099764,192.1771266,12819.87544,7.536023171,86.97810125,343.4772615,418.6787647,13.35260403,3.38186391,0
7.040394956,199.0792169,22505.5186,7.953572279,58.41286017,,531.4766665,14.69095388,3.931916553,1
7.744098531,219.6587223,30809.7057,6.790681062,70.37182369,,405.0322471,12.75877711,5.104188246,0
5.735723555,158.3187408,25363.01659,7.728601254,75.952337,377.5432914,568.3046706,13.62662391,4.732953571,0
7.899256515,187.7006542,32210.8163,4.996763122,46.91334159,320.5323627,400.1498058,19.87360427,4.44817057,0
6.460033522,215.4406413,35775.7934,6.502544137,77.55495328,307.5634549,365.0941435,8.127542868,3.535597779,1
6.539546128,215.4452044,28979.7676,7.015365326,54.98387785,312.3354721,426.0834788,17.95000056,4.076403287,1
6.360195819,198.9114491,13742.13949,7.441486516,57.71314936,338.4095764,423.6256486,11.91589992,2.713248379,1
10.69553249,220.4510783,10571.77038,6.521422285,58.73593289,295.9760944,414.2560865,14.7748006,4.154845328,0
7.138586781,180.9037778,9727.65317,5.70642862,67.70284899,,399.9548334,15.9523928,3.272429761,0
7.397413299,122.5410399,8855.114121,6.888688939,,241.6075323,489.8516004,13.3659062,3.14915751,0
3.84645395,211.7572051,14686.28339,7.557872729,35.78152885,326.9121339,371.2693736,21.7651695,3.143430669,0
7.49651068,207.137328,39423.66606,8.494115369,,325.4039934,569.5692234,14.3139868,3.363403258,0
5.078274175,185.0883849,18125.6384,4.105766323,80.33833076,275.0556418,528.1562512,11.32544664,3.631042314,1
8.310373672,201.6516668,23260.472,9.34562133,63.64262026,333.2713702,292.3158365,12.02486599,3.493053886,1
,205.0887889,27064.41841,7.398378636,61.48610514,304.9264751,409.5018417,18.52179155,4.599572634,1
6.283678795,205.3766238,19905.43655,7.078344556,64.36260841,284.2060215,471.904032,18.02715973,4.48077131,0
7.393977957,209.6192142,17939.7047,7.233735968,68.15246724,,349.2096228,13.57934867,3.782727581,0
8.248703054,201.3388568,24912.87971,7.877666104,51.85915054,389.088844,415.6834479,12.84204806,3.540532004,0
,234.5118487,19038.9019,6.7959158,66.13322907,322.896261,437.4787786,18.10836453,3.514096506,0
9.130795899,200.0323483,28273.60324,7.497526377,64.17849389,,453.8735707,12.86051392,3.025707369,0
,210.7328536,13671.41603,8.546187001,45.30400698,418.4705513,352.2523277,10.35365874,3.364890882,1
8.069297893,191.0041072,16654.50937,8.038212718,49.0092564,350.5779501,418.2000717,12.29376979,3.021381555,1
6.098156521,189.995846,27776.90105,6.443097878,73.42463246,347.9304004,245.859632,14.63688226,3.977362364,0
6.584813111,182.3754558,24723.1063,6.238919727,78.21373787,,414.3507509,17.58261495,4.404132196,0
6.72958019,242.1641459,17975.55323,9.808651156,62.17947698,322.2351015,440.8594348,13.57122272,4.003458052,0
8.037430327,148.4153089,48410.47101,4.755879695,,268.2118958,392.9012057,12.4666097,2.506238127,1
9.159660477,195.4233158,16679.33516,10.11046223,55.46675876,301.7464106,404.6591027,5.196716755,5.452362325,1
9.186453377,169.1198051,27055.69626,7.442479684,50.40116029,,498.6353223,10.24744423,3.453861456,1
6.777506359,207.0507483,15228.91291,6.182409482,86.16597061,321.3994036,523.241732,12.68372439,4.263180268,1
7.952929116,221.3698538,18621.42492,6.879418388,72.68935432,,309.2546197,19.05698492,5.260014766,1
5.473603398,218.5131453,14608.36315,5.62136169,73.10600686,,472.7968348,10.58358121,4.957822241,1
8.00754122,151.7363219,8864.68648,11.25150735,,,447.484361,12.41269116,5.25017306,0
6.746934968,154.3321616,25137.42768,8.495903871,69.94325357,274.8840892,330.0837229,15.98363239,3.485535976,1
5.158722568,119.09384,33892.24595,7.572175377,73.22483273,407.4768487,325.2025697,16.96398151,4.094605278,0
6.652488091,145.0101719,19871.78845,4.96106638,71.72741406,288.0521917,545.9749938,10.94202426,3.742090426,0
7.366915284,185.0435967,14151.76008,5.584369157,49.99703389,324.5704591,336.9568673,15.23382587,3.051316563,0
7.875895135,226.2847878,12710.24945,7.303126583,63.12804403,346.4032581,445.3741474,6.063461913,4.238589203,0
6.39292784,159.1689259,21217.1586,5.298877262,62.15437946,317.2567883,305.2436004,16.86545299,3.271338859,1
7.156424495,197.9935375,27025.20696,6.734527285,49.29984943,359.7105172,448.4571607,12.51197343,2.958414712,1
7.657991237,236.9608892,14245.78912,6.289064859,85.85276861,373.1653628,416.6241889,10.46423858,2.437296288,1
10.90507641,207.0048366,16099.1519,8.186478946,80.74984922,369.6838669,575.3090369,17.55687962,3.720264379,1
8.613698595,235.9444359,20862.45587,7.622564839,,378.7587148,418.6975296,13.60807513,3.949220099,0
5.433466239,177.8283023,31421.73163,4.58413391,58.41669861,347.0973537,490.2846741,16.06643903,2.871196031,1
6.584839333,196.133985,16609.92549,6.673977405,85.68214597,323.372352,304.7136645,12.50155351,3.919954569,0
7.582941677,185.0459928,23072.7807,5.892272674,80.31255776,297.5057724,518.0485235,12.03845715,4.164028619,1
9.314522392,203.34165,23087.21766,6.437070522,79.16345644,297.5667642,373.0441719,16.40277346,3.092940473,0
9.271578533,274.0213909,38886.38768,8.045991283,62.32004847,244.0862569,504.6167925,15.98106765,3.54960841,1
6.578680569,203.4088155,22374.82491,6.248929383,71.33848934,399.6172172,547.7021369,12.09791988,4.292042179,1
3.975752658,135.891978,17430.84194,6.305787651,68.37096811,373.486425,344.3989116,15.62431029,3.666823799,1
7.819659154,225.1068358,16403.95238,7.093310282,32.68185115,313.1681338,413.2089485,15.37561622,2.402337211,0
,191.0123086,9626.893206,6.179376874,92.4861398,353.0558905,271.3684375,13.44117537,4.654177335,0
10.33127328,166.4597795,15824.82271,6.396364452,52.0573806,361.1561785,376.1021038,13.8443311,2.673440871,0
7.021617481,203.2011966,12352.81111,6.845743997,68.23338555,380.804054,435.6743931,14.50701312,3.85563625,1
,167.4661915,11532.22318,7.709710507,74.83119361,361.0093107,625.3467725,14.15153822,4.086175637,0
7.709617351,189.8029139,32910.52518,5.758055531,,367.7618582,397.8455658,15.24034941,4.140423757,0
,145.7681806,13224.93564,7.906444721,49.5368488,304.0019928,298.9906665,12.72952472,4.004871128,0
6.505872509,240.2879117,29534.69029,6.775277154,93.16646544,341.7282393,265.2511986,13.57022302,4.497528597,1
6.000723336,161.0023053,21111.6641,4.339125999,71.00221725,301.3071729,384.7532976,9.261965326,4.176218743,1
7.348844512,223.2649397,11519.04653,8.88955868,73.71552202,,494.1584341,18.14537425,4.880875156,0
6.559252621,164.6359208,30660.20967,8.852270123,83.66233135,272.5242628,533.5838575,10.95830566,4.216315016,1
6.344095425,164.8172074,14973.29736,10.70701558,64.38496987,316.1444504,337.219448,19.4116987,3.843484016,0
6.300755509,179.4527925,25668.19895,8.931530796,,341.4930241,458.8354058,14.06295595,5.708111883,0
8.137713063,178.7166329,33786.71631,9.101885137,95.90528791,,481.0735393,12.27318065,2.743866752,1
,144.815264,14507.01781,5.819091707,67.58734608,353.6072754,290.8894718,8.942072174,5.922581692,1
4.723312573,252.274895,22833.19204,5.922450614,66.72840154,378.5603036,411.2950246,16.58457144,3.917586695,0
7.455541163,225.3141509,16242.06028,8.20410214,60.16214813,350.1080935,331.6738244,13.11496542,2.930364596,0
,217.369746,17984.32744,8.594162885,18.40001219,,409.2207765,10.21377929,3.605154199,0
5.974583248,197.1027246,22543.25629,5.662657247,59.82643938,338.3575265,410.8041321,11.16909021,3.721974696,1
10.067633,144.6139557,39716.1318,4.503365936,,390.9103283,415.0507563,17.65879359,3.776788997,0
,240.984187,11429.2012,5.515977392,88.67926505,267.6808262,323.1575175,8.666283308,3.802426744,0
6.618186567,164.2545648,13776.62179,5.925462323,61.47442287,,315.1993932,12.08216871,3.797067861,1
5.651933841,139.0499167,16575.82126,7.85785627,66.07622289,390.5376557,418.5432378,13.26900405,3.872027137,0
7.172323075,191.3894225,14702.05907,6.55710482,108.2652268,313.8662822,525.0310202,12.63018164,3.08421564,0
6.729829904,229.4077836,23114.03183,9.73335611,68.2520667,321.1604634,521.8355248,13.14044719,4.724321913,0
8.31002902,212.6982764,40936.15339,7.703374743,70.48525056,301.2544217,365.4312125,12.97186896,4.775784922,0
8.722143777,151.621132,28301.51695,3.651961339,79.53836758,248.0947589,468.3674514,15.15117258,3.274628642,1
6.392760459,216.675543,19323.67725,5.906405486,41.58660591,283.2055171,358.1744936,14.98264622,4.421528142,0
3.762097646,196.0242554,45050.00228,8.72558214,85.15712737,324.1462401,493.2264634,8.662214826,4.98606933,0
,182.1139464,21453.33466,6.667286527,60.0460652,,392.433377,15.46458206,5.036017097,1
,143.099103,19290.56807,6.08432483,63.80230173,370.86955,486.0593044,13.9247317,4.117287902,0
5.590614436,229.1921395,35370.73552,7.98964067,76.9927158,,469.4130904,13.28155615,4.726845017,0
5.343075103,211.6620911,45166.91214,6.651801292,70.54686225,279.7674997,485.9597174,19.68233697,4.240031708,0
6.750761186,207.2545054,23642.9926,7.691012379,30.90081515,293.7830399,446.6969391,6.00039093,2.777726265,1
5.098967068,197.1426366,21682.75477,7.755905095,51.22096002,292.2514262,424.6661118,10.92759045,4.333667365,0
8.054885744,200.943484,12642.06595,7.309821639,71.20203815,334.4420643,446.7484416,14.94908037,3.514097775,0
6.081615358,209.0596796,10120.11268,9.406773534,101.1586753,,410.5090897,7.996294863,4.010036799,0
7.499844502,231.5388683,22452.63557,7.821007463,,,380.9990976,14.33824816,4.663869576,1
2.538115773,100.8065197,19872.85485,5.014022812,85.94319231,418,420.8308663,13.98089093,2.840097214,1
6.353436844,218.5493627,18664.8443,6.690393745,94.38693228,312.3930192,503.414897,15.42245924,3.861109202,1
6.323942073,185.9924106,23234.78893,5.892962669,60.47403118,347.2368266,401.3048946,13.26328179,3.575010576,1
3.676844993,173.6777021,22581.22449,12.65336202,49.65855359,289.1268457,599.7292459,8.38640745,5.461473096,0
7.283913577,197.6021251,23112.50444,9.502809435,70.00021888,332.3319845,449.3616793,14.45859092,3.571862512,0
7.464485186,227.0000192,26559.3609,5.657812133,28.6829518,300.6906507,332.0688251,16.05283764,3.880576017,1
,184.0200288,13361.22602,9.258656302,80.08423299,335.0899934,467.4441542,19.58192561,4.4110576,0
8.675192692,200.7359412,15049.5842,8.630380615,74.5865113,356.805465,441.2980876,17.85305375,4.97857536,0
4.443238899,178.9562058,25008.53225,4.948814509,56.34768853,298.576676,429.544773,17.72972404,3.268324836,0
7.957768344,276.7335689,17162.39842,7.841541553,60.55969904,397.4319622,514.421722,14.5297793,3.450745892,0
,134.7368557,9000.025591,9.026292723,74.77339241,,428.213987,8.668672182,3.699558048,1
,183.521107,20461.25271,7.333212178,67.01990322,333.1194759,356.3690224,20.17902887,4.886633785,0
,139.3311518,2912.211247,10.33823398,42.17282405,343.3180208,532.8851961,11.07834122,4.093097749,0
6.653649515,172.5845122,34816.44454,8.289306745,67.97686941,293.6110485,389.4711494,15.87247449,4.871406193,0
4.997770601,280.0824107,26849.19474,6.130756542,70.56027461,374.2329606,297.61154,15.57157096,3.404632906,1
7.310715696,185.8171404,21989.76744,8.43751497,89.77415975,,425.532861,14.94781096,3.57882634,1
4.430281212,139.6857588,28862.25717,8.961372377,63.04250092,298.3794584,434.7812671,17.29929446,4.384565156,0
7.059940234,178.8053803,39484.63892,8.5911131,75.84754249,281.3861972,520.2728606,10.79548173,2.949938823,1
11.90773983,298.0986795,17083.17509,5.878992533,64.36859318,,400.3307976,14.06336966,4.256415421,0
,169.3559272,23133.66235,8.24782761,58.35685104,337.047896,330.3553226,14.74909031,3.517153023,0
7.191962029,228.4099426,15395.46908,7.398602629,50.74836454,334.7776185,294.9155842,13.93229333,4.102719041,0
5.913956688,215.4978821,13086.64393,7.784749911,55.32636881,334.6861775,283.4014062,14.68357985,5.648605949,1
,175.8339443,36819.98684,7.650455253,,322.0219095,344.7160528,16.91891559,3.524413842,0
5.618064406,304.2359121,17281.97517,6.101083505,81.58899246,,399.4715663,12.26500158,2.896546941,0
,204.7349975,33798.10896,6.578160637,69.05166196,,426.0805224,13.94022086,3.845127166,0
,204.8605046,24590.12593,7.774360848,118.3572747,,440.9368239,12.56706136,4.318271773,1
4.249890379,168.5721461,16073.67062,5.360895563,86.94689686,261.2677066,449.0515158,11.34921023,4.116347641,0
,195.8365726,14563.68265,9.31597685,49.54012015,,289.6605864,9.184400747,3.957011709,1
8.758824521,197.2152104,19572.14708,7.493432999,35.78601004,376.8382787,518.3855456,19.18592102,3.527565359,0
5.767349597,272.4721781,15417.93283,7.728859875,60.8221347,315.4049171,424.461152,15.28426758,3.896090487,1
5.06404246,214.5293283,21035.10686,9.134812617,58.19422234,,471.1781088,13.33351758,5.122702569,0
8.32398215,262.2185853,21292.82875,7.076944002,72.34381221,350.3257358,538.7922673,17.68465463,4.153782657,1
8.628893415,186.6377119,13688.07434,6.289036105,53.15076474,254.3588012,392.7068864,12.38763298,3.071350371,1
7.487573364,149.7687439,28837.3304,8.560974485,57.949476,,531.1809979,9.536536617,1.801326999,1
,200.7172066,40581.4868,6.759980714,58.87946653,263.8764708,283.1720077,14.91532506,4.008443472,0
7.651294226,200.7170513,11699.13355,6.64827278,52.90885102,349.2554448,420.8283622,18.86381748,3.258041647,0
7.96852587,156.4511488,27008.01187,4.716576508,52.50118739,,455.840428,8.360283485,3.173879163,1
3.783043638,157.8526449,20384.7731,4.667081744,,300.0486912,432.4318223,12.70142233,4.402244146,0
5.564342491,256.20883,11245.73577,7.212253931,51.1503444,329.3383664,369.5555133,15.64005334,2.285987849,1
6.104925814,241.1757181,13539.81166,6.015548014,60.92371296,335.3964749,363.6334032,13.45648394,4.131932587,0
8.099124189,224.2362594,19909.54173,9.275883603,66.42009251,,418.6062131,16.86863693,3.05593375,0
6.203322508,214.8501112,29426.47378,8.034868235,65.30863745,369.7266834,319.7666815,10.24786327,3.487920051,0
,194.8060914,32981.23946,9.554785291,71.90514736,,286.7944316,10.41588906,3.231679693,0
4.08359488,201.9386434,20555.96549,1.920271449,69.28977861,341.5971527,435.511529,12.226676,2.974870903,1
4.731320076,230.9386935,15517.39112,6.614705132,64.03825998,,384.8067303,16.62093299,5.457892224,1
7.539337776,227.3161279,12610.93631,9.507584645,82.82628226,345.1392345,343.2427106,12.76906982,5.114128668,0
,152.5076794,11398.7311,8.728973148,58.60094012,400.6696015,385.3358042,11.67660134,5.444927204,0
,240.4297868,25959.6139,10.5715963,80.26837179,,446.7429748,13.57347103,3.358353455,0
,144.9957904,16219.47532,5.563067208,72.29077333,379.9629733,374.5430686,11.1180732,4.904366576,1
6.98981377,221.0002353,20769.51964,8.36101866,62.7686154,307.5231588,326.5863598,12.28623693,4.808582691,0
5.369584181,170.8351922,27199.64199,8.065885726,81.74022452,376.0556373,401.8330357,14.08198096,3.357484436,0
9.545270521,212.0463911,25189.83062,6.203868785,52.90112726,316.5673193,498.2669594,20.05151858,4.983903465,1
5.019984767,156.9708217,19272.70448,6.184709662,75.30259769,331.5598449,341.3571602,16.19657332,4.089485428,0
7.295141332,182.4066446,13706.18681,5.887885103,73.83690919,300.608233,424.6501794,18.06347006,5.056104024,1
8.018771949,228.1114626,27405.31621,6.491360268,56.18885178,,494.6204407,8.716667103,4.356279098,0
5.726336216,191.7522897,35899.28031,8.066654024,60.19235078,378.7746046,307.9875511,12.56872068,3.912289082,0
5.484151254,196.7912512,19378.35907,5.003730632,76.41415276,295.5910188,348.3990333,18.71387553,4.43885846,1
7.316804754,217.522862,31903.39981,9.865047503,69.50921982,376.9379723,425.9134002,8.992754272,3.50837265,0
8.433290824,161.195283,15904.24336,8.423765853,71.47850077,300.1190004,479.9959053,15.30375478,3.631542932,1
8.35035104,239.8160046,17177.78878,6.108947366,62.85274863,272.8447147,294.8760563,10.60346705,3.507227581,0
7.664628097,150.6672097,33918.04082,8.746295422,,406.4761193,436.3356221,15.21692954,3.48740688,0
,200.8398944,20743.3484,6.905988081,70.49560183,264.6435335,450.3617196,10.20915261,3.808912954,0
6.769834881,177.173258,34596.00187,2.86607303,64.86860788,369.5329965,389.5162861,17.26807363,3.655789569,1
,253.6620371,13568.2712,9.228602856,97.7140489,256.0895168,554.5736619,13.71173747,3.067033981,0
6.848033469,165.8153256,6068.454885,6.132131504,64.02759951,373.2068337,442.7862667,11.11817146,4.257037543,0
4.758439425,183.3494541,21568.42878,4.731348985,66.91240003,,403.9441682,18.66822946,4.542801462,0
9.489600966,167.8876287,40032.414,8.349206794,102.5678462,,354.7907412,14.16831424,4.300694899,1
9.58789503,195.8371052,11351.86186,6.267475696,37.35308022,366.4289276,323.7948624,13.0682421,4.666916974,0
,192.447171,18257.56927,7.472249066,53.18591655,313.7765458,462.4024491,13.93214538,4.358298341,0
6.648849186,181.6881221,30733.50384,5.961272224,35.29618142,343.9252223,257.7041794,17.75844368,4.827527398,0
5.198224971,173.1198213,11178.40354,5.893458352,65.43300784,343.2098764,390.065616,14.16089949,3.807318103,0
5.711212506,145.8258687,21157.17973,7.954721153,70.47088907,385.2060974,441.0865633,16.68202455,3.953334967,1
6.441766486,174.7818492,11306.26151,6.685755348,89.1220259,,544.3541825,17.10982925,3.682134341,0
7.859489939,211.3110286,31725.48777,7.519690678,,313.3441979,433.4446652,15.9094714,4.498069166,1
8.520806573,238.3351125,28779.65001,8.282808465,39.09117136,381.6493229,481.3188027,6.016336609,3.94060453,0
8.014183072,244.1200978,30566.7675,7.71444656,61.57846145,307.9874583,309.9304282,22.64159793,3.417076199,1
8.163999618,195.2124953,27414.89912,5.412481385,69.99012794,231.7242248,529.6818066,12.42542601,3.673088094,1
6.643026538,205.2331194,20511.36924,5.908110988,52.15347185,313.353813,455.693256,16.02194073,3.709988662,0
5.094164361,223.1671255,22957.6534,6.9774209,78.07592324,350.1012754,476.6245497,13.03463789,4.710936484,1
5.646083312,219.3429325,22455.69501,8.283757695,31.17403937,386.0387902,401.2562923,16.65011437,3.938505627,1
7.752176213,182.0647049,13655.68065,6.817247235,92.25506242,337.7537758,328.2172512,15.23112896,4.72550711,0
10.62882091,193.4331628,14054.12549,10.32848897,66.36750317,327.0641849,479.4025091,14.07578735,5.140449467,0
4.931958445,164.6667686,31155.54022,7.4114835,69.24922883,383.7826259,506.5314139,14.98003369,5.045982883,1
8.50697907,197.7451412,20098.19952,6.456555757,78.93309631,344.1272534,555.9197962,9.028358906,3.881793835,0
5.628313272,192.3407437,22856.7429,7.764692573,50.22994366,343.0395093,439.0547587,15.1999056,4.061644661,1
4.838571107,241.1359754,18328.40262,7.403238655,75.39828261,237.5174556,355.2754543,12.71735218,4.580371969,0
7.78673469,192.179739,28086.8735,7.157951509,52.41546181,329.7086319,327.3804879,10.68134918,1.96147543,0
5.187471605,104.752425,20060.07873,6.913910914,98.65664588,,368.8154286,15.14034849,3.203257896,0
7.953878115,178.0665496,18677.27922,5.699539953,61.46280651,368.2176798,356.294341,18.63860277,2.86022397,0
5.324641431,142.806978,728.7508296,8.403316437,60.0778524,,496.9976016,15.17466373,3.652003355,1
,187.6134376,13427.06859,7.317569734,79.34988134,,507.5674883,18.13769053,5.324638005,0
